logclf_only_tfidf,rf_only_tfidf,gbc_only_tfidf,logclf_tfidf_with_features,rf_tfidf_with_features,gbc_tfidf_with_features,logclf_tfidf_with_cleanedfeatures,rf_tfidf_with_cleanedfeatures,gbc_tfidf_with_cleanedfeatures,logclf_only_features,rf_only_features,gbc_only_features,spacy_v0,spacy_v1
0,0,0,0,0,0,0,0,0,0,0,0,0.0012196050956845284,0.011481275781989098
0,0,0,0,0,0,0,0,0,0,0,0,0.02463122084736824,0.0001164172645076178
0,0,0,0,0,0,0,0,0,0,0,0,0.00020442757522687316,0.0008806116529740393
1,1,1,1,1,1,1,1,0,1,1,1,0.9959394931793213,0.9981903433799744
0,0,0,0,0,0,0,0,0,0,0,0,9.152279380941764e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,0,0,1,0,0,1,0,0.9997984766960144,0.9993484616279602
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.018619434908032417,0.0004130254383198917
0,0,0,0,0,0,0,0,0,0,0,0,6.048211798770353e-05,0.0017451829044148326
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00014851368905510753
0,0,0,0,0,0,0,0,0,1,0,1,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.999503493309021
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,8.431688911514357e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9999545812606812
0,1,0,0,1,0,0,1,0,0,1,1,0.9967697858810425,0.9772940278053284
0,0,0,0,0,0,0,0,0,0,0,0,0.00025111567811109126,0.0005372190498746932
1,1,1,1,1,1,1,1,1,1,1,1,0.9980401396751404,0.9971526861190796
0,0,0,0,0,0,0,0,0,0,0,0,0.0007749987998977304,0.0026531238108873367
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,0,1,0,0,1,0,0,0,0,0,0,0.0006370279006659985,0.0009206622489728034
0,0,0,0,0,0,0,0,0,0,0,0,0.00014865509001538157,0.001057298039086163
0,0,0,0,0,0,0,0,0,0,0,0,0.00042901275446638465,0.00013820742606185377
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00037184508983045816
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.966937194694765e-05,0.0010041537461802363
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.000845721922814846
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0009955087443813682
0,0,0,0,0,0,0,0,0,0,0,0,0.0008790293941274285,0.001142762484960258
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,6.0673966800095513e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.004004686139523983,0.001564912497997284
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9997913241386414
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9992035031318665,0.9997135996818542
0,0,1,0,0,0,0,0,0,0,0,0,8.22434521978721e-05,0.005864618346095085
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0003054045373573899,0.000724357960280031
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999042749404907
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0010326490737497807
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,7.105158147169277e-05
0,0,0,0,0,0,0,0,0,0,0,0,8.749682456254959e-05,0.0004353380936663598
0,1,0,0,1,1,0,1,0,0,0,0,0.9877831339836121,0.9991740584373474
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,1,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00017672307149041444,0.0016266782768070698
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9996393918991089,0.9976307153701782
1,1,1,1,1,1,1,1,1,1,1,1,0.9996023774147034,0.9983054399490356
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0002039157843682915,0.00021484492754098028
0,0,0,0,0,0,0,0,0,0,0,0,0.00010482678044354543,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.998890221118927,0.9980826377868652
0,0,0,0,0,0,0,0,0,0,0,0,0.037448275834321976,0.0008860239177010953
0,0,0,0,0,0,0,0,0,0,0,0,5.0438480684533715e-05,8.059803076321259e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9995214939117432,0.9995259046554565
0,0,0,0,0,0,0,0,0,0,0,0,0.0002577438426669687,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9996663331985474,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,6.324487912934273e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.014307303354144096,0.01859114319086075
0,0,0,0,0,0,0,0,0,0,0,0,0.005816997028887272,0.0015884035965427756
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.8126366891665384e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00011385466495994478,0.0016353732207790017
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,1,0,1,1,1,1,1,1,1,1,0.9970393776893616,0.9902589321136475
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,0,0,1,0,1,1,0,0,1,0,0.9999372959136963,0.9615305662155151
1,1,1,1,1,1,1,1,1,0,0,1,0.9988194108009338,0.9994617104530334
1,1,1,1,1,1,1,1,1,0,0,0,0.9709884524345398,0.9474753141403198
1,1,1,1,1,1,1,1,0,0,0,0,0.9999502897262573,0.999945878982544
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,1,0,1,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9966070652008057,0.9944919347763062
0,0,0,0,0,0,0,0,0,0,0,0,0.0002419475349597633,0.014841565862298012
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,7.435090083163232e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0003360803530085832,0.00025283050490543246
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,1,1,1,0.9996397495269775,0.9782602190971375
0,0,0,0,0,0,0,0,0,0,0,0,0.00021942258172202855,0.0012861479772254825
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9982129335403442,0.9986670017242432
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0010724038584157825,0.0005870336317457259
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00017521315021440387,4.539787187241018e-05
0,0,0,0,0,0,0,0,1,0,1,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,0,0,0,0.9966088533401489,0.9980888962745667
0,0,0,0,0,0,0,0,0,0,0,0,0.0001022826909320429,0.0008814478642307222
0,0,0,0,0,0,0,0,0,0,0,0,4.6285978896776214e-05,0.001673228107392788
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,7.688612095080316e-05
1,1,1,1,1,1,1,1,1,0,1,0,0.9993903636932373,0.9993283748626709
0,1,0,0,0,0,0,1,0,0,1,1,0.9824076294898987,0.9989511966705322
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
1,1,1,1,1,0,1,1,0,0,1,0,0.9990270137786865,0.9992561936378479
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.999887228012085
0,0,0,0,0,0,0,0,0,0,0,0,0.011018090881407261,0.021605296060442924
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,1,1,1,1,0,1,1,0,1,1,0.9990631937980652,0.9988797307014465
0,0,0,0,0,0,0,0,0,0,0,0,5.364698517951183e-05,0.0004917113110423088
0,0,0,0,0,0,0,0,0,0,0,0,0.0007263334700837731,0.00019055245502386242
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,0,0,0,0.999915361404419,0.9978277087211609
1,1,1,1,1,1,1,1,1,0,1,0,0.9999303817749023,0.9985849857330322
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,8.066815644269809e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999154806137085,0.9998124241828918
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,1,0,0.00030098488787189126,0.0012556064175441861
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.000933321425691247
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0002629097434692085,0.00013486089301295578
1,0,1,1,0,1,1,0,1,0,0,0,0.04628487303853035,0.06789859384298325
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9996861219406128,0.9999545812606812
0,1,1,1,0,1,1,0,1,1,1,1,0.001636674627661705,0.0024229621049016714
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0003017928684130311,0.0055924514308571815
0,1,0,0,1,0,0,1,0,1,1,1,0.9955594539642334,0.9924210906028748
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,0,0,0,0.9998421669006348,0.9980663657188416
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,1,0,0,0,0,0,1,0,0,0.00014904426643624902,0.0167852696031332
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,0,1,0,0,1,0,0.9985712766647339,0.9992026686668396
0,0,0,0,0,0,0,0,0,0,0,0,4.898939732811414e-05,9.257345664082095e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.004262339323759079,0.00032781236222945154
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,1,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,1,0,0,0,0,0,0,0.40697768330574036,0.00525785842910409
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,5.1267477829242125e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9998815059661865
0,0,0,0,0,0,0,0,0,0,0,0,0.0012091882526874542,0.0018008111510425806
1,1,1,1,1,1,1,1,0,0,1,1,0.9991708993911743,0.9924206137657166
0,1,1,0,1,0,0,1,0,0,1,0,0.9994833469390869,0.9977511763572693
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0003138045722153038,0.0002892102347686887
0,0,1,0,0,0,0,0,0,0,0,0,4.666771928896196e-05,0.0017483890987932682
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.006865929812192917,0.00011026575521100312
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9932791590690613
0,0,1,0,0,1,0,0,0,0,0,0,0.0004886359674856067,0.0054961615242064
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9998492002487183
0,0,0,0,0,0,0,0,0,0,0,0,9.364815196022391e-05,0.003110647900030017
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,1,0,1,1,0,1,1,1,0,1,1,0.999664306640625,0.9989638328552246
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,6.446519546443596e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00043734232895076275,0.018342524766921997
0,1,0,0,1,0,0,1,0,0,1,0,0.9880813360214233,0.9894068837165833
1,1,1,1,1,1,1,1,0,0,1,0,0.9999545812606812,0.9913696050643921
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,0,0.9990009665489197,0.9899124503135681
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9997019171714783
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0001820681063691154
1,1,1,1,1,1,1,1,1,1,0,1,0.9999545812606812,0.9997739195823669
0,0,0,0,0,0,0,0,0,0,0,0,0.0002760204952210188,0.009765197522938251
0,0,0,0,0,0,0,0,0,0,0,0,0.00016135998885147274,0.006367282941937447
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,0,1,1,0,1,1,0,1,0,0,0,0.15126456320285797,0.2010243982076645
1,1,1,1,1,1,1,1,1,1,1,1,0.9995778203010559,0.9902076125144958
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0023182902950793505
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0007591593312099576,0.0005356600158847868
0,0,0,0,0,0,0,0,0,0,0,0,0.00026809610426425934,0.0014369586715474725
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0017408161656931043
0,1,0,0,1,0,0,1,1,0,0,0,0.9771456718444824,0.996359646320343
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00016209048044402152,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00022942444775253534,4.539787187241018e-05
0,0,0,1,0,0,1,0,1,1,1,1,0.0013480765046551824,0.02299666777253151
0,0,1,0,0,0,0,0,0,0,0,0,0.00011755622836062685,0.0007471402641385794
1,1,1,0,1,0,1,0,1,0,0,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,1,0.000323740066960454,0.0015328899025917053
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,7.182676199590787e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0002802820526994765,0.0010339341824874282
0,0,0,0,0,0,0,0,0,0,0,0,0.0005095716333016753,0.002890711883082986
0,0,0,0,0,1,0,0,0,0,0,1,4.539787187241018e-05,0.0007965837721712887
0,0,1,0,0,1,0,0,0,0,0,0,0.008738884702324867,0.0022407870274037123
1,1,1,1,1,1,1,1,1,1,1,1,0.9999189376831055,0.9997755885124207
1,1,1,1,1,1,1,1,0,0,0,0,0.9946046471595764,0.9620828032493591
0,0,0,0,0,0,0,0,0,0,0,0,0.0009843511506915092,0.0026660605799406767
0,0,0,0,0,0,0,0,0,1,0,1,0.00019161355157848448,0.006903262808918953
0,0,0,0,0,0,0,0,0,0,0,0,9.171727288048714e-05,4.539787187241018e-05
1,1,0,0,1,0,0,1,0,0,0,0,0.9995842576026917,0.9955739974975586
0,0,0,0,0,0,0,0,0,0,1,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,1,0.9999545812606812,0.999096155166626
0,0,0,0,0,0,0,0,0,0,0,0,0.0010660066036507487,0.0026219345163553953
1,1,1,1,1,1,1,1,1,0,1,1,0.9999545812606812,0.9997705817222595
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00010393316915724427,0.00047007392277009785
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0006700714002363384
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0006826384924352169
0,0,0,0,0,0,0,0,0,0,0,0,7.255745003931224e-05,0.00012458587298169732
1,1,1,1,1,1,1,1,0,0,1,0,0.9992423057556152,0.9935492873191833
1,1,1,1,1,1,1,1,0,0,0,0,0.9997921586036682,0.9987648725509644
1,1,0,1,1,0,1,1,0,0,0,0,0.9999545812606812,0.9951706528663635
0,0,0,0,0,0,0,0,0,1,0,1,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,1,0,0,0,0,0,0,4.539787187241018e-05,0.0033600737806409597
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,1,0,1,0,0,1,0,0,0,0,0.9922043085098267,0.9700514078140259
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0006087471847422421
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,1,0,0,1,0,0,1,0,0,1,0,0.9998912811279297,0.999710738658905
0,0,1,1,0,1,1,0,1,1,1,1,0.0012339343084022403,0.17762258648872375
0,0,0,0,0,0,0,0,0,0,0,0,0.0006007152842357755,0.0029026831034570932
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,1,0,1,1,0,1,0,0,0,0,0.9979939460754395,0.995448887348175
1,1,0,1,1,0,1,1,1,1,1,1,0.997521698474884,0.9872848391532898
0,0,0,0,0,0,0,0,0,0,0,0,9.569465328240767e-05,0.0018537502037361264
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9992024302482605
0,0,0,0,0,0,0,0,0,0,0,0,0.00013828651572111994,4.539787187241018e-05
0,1,0,1,1,1,1,1,1,1,1,1,0.9844710826873779,0.8300930261611938
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,1,0,1,1,1,1,1,0,1,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.007120808586478233
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,0.0007508690468966961,0.00872085988521576
1,1,1,1,0,1,1,1,1,0,0,0,0.9954774975776672,0.9961018562316895
0,0,1,0,0,1,0,0,0,0,0,0,0.0002390368899796158,0.001073606894351542
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,1,0.9998842477798462,0.9993103742599487
0,1,1,0,1,1,0,1,0,0,0,0,0.9931320548057556,0.9983533620834351
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0001476943289162591
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.002092657145112753,0.00367559352889657
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,0,0.9943097829818726,0.9949390888214111
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,5.068467362434603e-05
0,0,0,0,0,1,0,0,1,0,0,1,0.0044251312501728535,0.0099341394379735
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9994126558303833
1,1,1,1,1,0,1,0,0,0,1,0,0.9994322657585144,0.9987097978591919
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,0,1,1,0,1,1,1,1,1,1,0.9997990727424622,0.9986978769302368
1,1,1,1,1,1,1,1,0,0,0,0,0.9992846846580505,0.9946128129959106
0,1,0,0,1,0,0,1,0,0,1,0,0.9999545812606812,0.9990112781524658
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,6.450516957556829e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00010076453327201307,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,1,5.041270560468547e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,5.961260831099935e-05,0.000133730674860999
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,0,1,1,0,0,1,0,0,1,0,0.9864460229873657,0.9713128209114075
0,0,0,0,0,1,0,0,0,0,0,1,7.061239739414304e-05,0.0018267766572535038
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00036760655348189175,0.017316242679953575
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.999914288520813,0.9995749592781067
0,1,0,0,1,0,0,1,0,0,1,0,0.997377872467041,0.9978829026222229
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,8.016326319193467e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00023266887001227587,0.0009907151106745005
0,0,1,0,1,1,0,0,1,1,0,1,0.008239506743848324,0.0702596977353096
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,1,0,0,0,0,0,0,0.015712518244981766,0.07308345288038254
0,0,0,0,0,0,0,0,0,0,0,0,5.2265473641455173e-05,0.0005599473370239139
0,0,0,0,0,0,0,0,0,0,0,0,0.0005501151317730546,0.0007386220968328416
0,0,0,1,0,0,1,0,0,1,1,1,0.0008839790243655443,0.0015667635016143322
0,0,0,0,0,0,0,0,0,0,0,0,7.107367127900943e-05,0.0019929164554923773
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0001930973376147449,0.06373007595539093
0,0,0,0,0,1,0,0,0,0,0,0,0.028588488698005676,0.005177555605769157
1,1,1,0,1,0,0,1,0,0,0,0,0.9998190999031067,0.9888428449630737
1,1,1,1,1,1,1,1,1,1,0,1,0.9997180104255676,0.9986945986747742
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,0,1,1,0,1,0,0,0,0,0,0,0.09462092071771622,0.08030977100133896
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9979191422462463
